ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0045058,T cell selection,24/2403,64/18994,0.375,2.964107366,5.989868557,3.87E-07,1.07E-05,9.11E-06,Cd28/Slamf6/Ly9/Zap70/Ptprc/Gata3/Cd1d1/Card11/Il6/Cd69/Cd4/Spn/Themis/Il15/Cd3g/Cd3d/Cd3e/Tbx21/Batf/Bcl11b/Lgals1/H2-DMa/Btnl6/Cd74,24
GO:0051983,regulation of chromosome segregation,38/2403,130/18994,0.292307692,2.31048369,5.705895196,4.02E-07,1.11E-05,9.42E-06,Nuf2/Ncaph/Ube2c/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Smc2/Kif2c/Kntc1/Mad2l1/Ncapd2/Mki67/Plk1/Usp44/Fbxo5/Cdk1/Cdca2/Atm/Ttk/Spc24/Zwilch/Cdc6/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Ncapg2/Gen1/Rmi2/Ndc80/Chtf18/Ska1,38
GO:0032611,interleukin-1 beta production,33/2403,106/18994,0.311320755,2.460768379,5.739561222,4.70E-07,1.29E-05,1.10E-05,Il17a/Slamf9/Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Tlr2/Gbp5/Ccl19/P2rx7/Il6/Nod1/Chrna7/Pycard/Lilra5/Pml/Ccr5/Cx3cr1/Casp1/Casp4/Tmem106a/Nlrp1a/Nlrp1b/Ccl3/Sphk1/Gsdmd/Mefv/Nlrc4/Tnf/Egr1,33
GO:0070269,pyroptotic inflammatory response,19/2403,44/18994,0.431818182,3.413214542,6.098949716,4.88E-07,1.33E-05,1.13E-05,Zbp1/Gbp5/Gbp3/Gbp2b/Gbp2/Casp6/Pycard/Trim21/Gzmc/Gzmb/Casp1/Casp4/Nlrp1a/Nlrp1b/Gzma/Gsdmc4/Gsdmd/Mefv/Nlrc4,19
GO:0072676,lymphocyte migration,31/2403,98/18994,0.316326531,2.500335465,5.667008458,7.02E-07,1.91E-05,1.62E-05,Ccl20/Tnfsf4/Itga4/Gata3/Cxcr3/Tnfrsf14/Cxcl10/Cxcl13/Cd69/Klrk1/Pycard/Spn/Ascl2/Itgal/Cx3cl1/Il27ra/Ptk2b/Ccr2/Crtam/Lgals9/Tbx21/Ccl5/Ccl3/Ccl2/Ccl7/Cxcl14/Itgb7/Gcsam/Apod/Ccr6/Aif1,31
GO:0050921,positive regulation of chemotaxis,42/2403,155/18994,0.270967742,2.141806613,5.432088886,9.71E-07,2.63E-05,2.24E-05,Fn1/Slamf1/Sell/Cxcr2/Thbs1/Edn3/Cxcr3/Il12a/Csf1/S100a14/Ccl19/Pdgfra/Ppbp/Cxcl10/Cxcl13/Serpine1/Ptn/Rarres2/C3ar1/Cx3cl1/Calr/Fgfr1/Ptk2b/Ccr2/Pdgfd/Cx3cr1/Fgf18/Ccl5/Ccl3/Ccl2/Ccl7/Edn1/Cxcl14/Pgf/Casr/Trem1/Smoc2/Fpr2/Pla2g7/Ccr6/Aif1/Cd74,42
GO:0045930,negative regulation of mitotic cell cycle,58/2403,243/18994,0.238683128,1.886619777,5.293777971,1.02E-06,2.76E-05,2.34E-05,Nabp1/Brinp2/Dtl/Nuf2/Bard1/Rbl1/Bub1b/Knl1/Bub1/Creb3l1/Bmp7/Cenpe/Ints3/Brinp1/Cdc20/Cdca8/Clspn/Cdkn2b/Stil/Kntc1/Chek2/Mad2l1/Fancd2/Ezh2/Ticrr/Plk1/Ccnd1/Usp44/E2f7/Fbxo5/Cdk1/Zc3h12d/Fbxo31/Fam107a/Atm/Ttk/Pml/Spc24/Mir26a-1/Zwilch/Cdc6/Brca1/Slfn1/Tex14/Haspin/Eme1/Aurkb/Birc5/Spdl1/Btn2a2/Trip13/Ccnb1/Gen1/Gpr132/Ndc80/Tnf/Ier3/Ska1,58
GO:0008608,attachment of spindle microtubules to kinetochore,20/2403,50/18994,0.4,3.161714524,5.824851903,1.08E-06,2.90E-05,2.46E-05,Nsl1/Nuf2/Knl1/Knstrn/Cenpe/Ect2/Cdca8/Kif2c/Cdk1/Spc24/Ska2/Tex14/Spag5/Aurkb/Birc5/Ccnb1/Racgap1/Sgo1/Ndc80/Ska1,20
GO:2001251,negative regulation of chromosome organization,31/2403,100/18994,0.31,2.450328756,5.534034856,1.15E-06,3.06E-05,2.60E-05,Nuf2/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Fbxo5/Atm/Ttk/Pml/Pif1/Spc24/Zwilch/Top2a/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Pot1b/Ndc80/Dcp2/Ska1,31
GO:0019079,viral genome replication,36/2403,125/18994,0.288,2.276434457,5.448995778,1.19E-06,3.16E-05,2.69E-05,Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Ifih1/Znfx1/Gbp7/Adar/Isg15/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Oasl2/Oasl1/Isg20/Ifitm1/Ifitm3/Ifitm6/Bst2/N4bp1/Top2a/Ccl8/Ccl5/Rsad2/Apobec3/Mx2/Eif2ak2/Tnf/Fam111a,36
GO:0141060,disruption of anatomical structure in another organism,33/2403,110/18994,0.3,2.371285893,5.489271894,1.20E-06,3.17E-05,2.70E-05,Ccl20/Gbp5/Gbp7/Gbp3/Gbp2b/Gbp2/Pglyrp3/Ccl19/Fgl2/Ppbp/Cxcl1/Cxcl9/Cxcl10/Cxcl13/Tac1/Nkg7/Lyz3/Prf1/Ccl22/Ccl17/Gzmc/Gzmb/Camp/Nos2/Ccl8/Igtp/Irgm2/Ccl11/Gzma/Cxcl14/Ccl28/Apol11a/Trem1,33
GO:0000075,cell cycle checkpoint signaling,51/2403,205/18994,0.248780488,1.966432204,5.294608815,1.23E-06,3.23E-05,2.75E-05,Nabp1/Dtl/Nuf2/Bard1/E2f1/Aurka/Bub1b/Knl1/Rad51/Bub1/Creb3l1/Cenpe/Ints3/Cdc20/Cdca8/Clspn/Stil/Kntc1/Chek2/Mad2l1/Fancd2/Ticrr/Plk1/Ccnd1/Usp44/E2f7/Timeless/Cdk1/Fbxo31/Diaph3/Atm/Ttk/Pml/Spc24/Zwilch/Cdc6/Brca1/Tex14/Haspin/Eme1/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Dtx3l/Parp9/Ndc80/Ier3/Ska1,51
GO:0097553,calcium ion transmembrane import into cytosol,48/2403,189/18994,0.253968254,2.007437793,5.297242563,1.33E-06,3.48E-05,2.96E-05,Fasl/Ptprc/Aplnr/Cxcr3/Lck/Ccl19/P2rx7/Cxcl9/Cxcl10/Clec4b1/Gimap3/Snca/Gp9/Ptpn6/Cd4/Trpv6/Cd19/Cemip/Kcnn4/Trpm2/Jsrp1/Cx3cl1/Jph3/Ptk2b/Htr2a/Thy1/Pml/Xcr1/Ccr5/Drd2/Ubash3b/Grm6/Gp1ba/P2rx1/Trpv3/Ccl3/Grin2c/Il13/Hap1/Drd1/Pde4d/Cacna1i/Gp5/Gp1bb/Lhcgr/Bak1/Ms4a2/Ms4a1,48
GO:0019722,calcium-mediated signaling,55/2403,228/18994,0.24122807,1.906735732,5.24203222,1.36E-06,3.54E-05,3.01E-05,Ccl20/Ackr3/Fcer1a/Cxcr2/Cxcr1/Zap70/Ptprc/Oprl1/Sla2/Nfatc2/Myh7b/Cxcr3/Grik3/Bhlha15/Pdgfra/Bst1/Kcnj8/Lmcd1/Calcr/Cd4/C3ar1/Lat/Itgal/Siglecg/Trpm2/Ednrb/Myoz1/Ncam1/Ccrl2/Xcr1/Ccr3/Ccr2/Ccr5/Ccr9/Cxcr6/Cd3e/Cx3cr1/Igtp/Irgm2/Tmem100/Ramp3/P2rx1/Ccl3/Sphk1/Grin2c/Irgm1/Edn1/Drd1/Chrm3/Trat1/Treml1/Lhcgr/Fpr2/Ccr6/Tnf,55
GO:0002269,leukocyte activation involved in inflammatory response,21/2403,55/18994,0.381818182,3.018000227,5.70376234,1.45E-06,3.76E-05,3.20E-05,Cst7/Tlr2/C1qa/Stap1/Kcnj8/Snca/Ctsc/Kcnn4/Ifngr1/Tlr3/Cx3cl1/Tlr9/Atm/Cx3cr1/Casp1/Sphk1/Grn/Il13/Nampt/Aif1/Tnf,21
GO:0048245,eosinophil chemotaxis,Dec-03,21/18994,0.571428571,4.516735034,6.13647091,1.59E-06,4.12E-05,3.50E-05,Ccl24/Ccl22/Cx3cl1/Ccr3/Ccl8/Ccl5/Ccl6/Ccl3/Ccl4/Ccl2/Ccl7/Ccl11,12
GO:0055074,calcium ion homeostasis,75/2403,346/18994,0.216763006,1.713356859,5.096430995,1.65E-06,4.25E-05,3.61E-05,Fasl/Ptprc/Cd40/Aplnr/Slc24a3/Rmdn3/Myh7b/Edn3/Tgm2/P2ry4/Cxcr3/Marcksl1/Lck/Gpr3/Ccl19/Alpl/P2rx7/Rimbp2/Cxcl9/Cxcl10/P2rx2/Clec4b1/Fgf23/Snca/Gp9/Ptpn6/Trpv6/Kel/Snx10/Cd19/Cemip/Calca/P2ry2/Cyp27b1/Cdh23/Trpm2/Jsrp1/Cx3cl1/Cngb1/Jph3/Cib3/Fgfr1/Herpud1/Ptk2b/Tmtc4/Stc1/Htr2a/Cib2/Thy1/Pml/Slc24a1/Xcr1/Ccr2/Ccr5/Drd2/Ubash3b/Ccl8/Gp1ba/P2rx1/Ccl5/Ccl3/Il13/Ccl2/Hap1/Edn1/Drd1/Pde4d/Gp5/Casr/Gp1bb/Lhcgr/Bak1/Synpo/Ms4a2/Tcirg1,75
GO:0035710,"CD4-positive, alpha-beta T cell activation",38/2403,137/18994,0.277372263,2.192429779,5.330822035,1.69E-06,4.33E-05,3.69E-05,Stat4/Tnfsf4/Cd28/Slamf6/Ly9/Prkcq/Gata3/Il2rg/Il21/Cd160/Il12a/Pla2g2d/Ccl19/Tnfrsf14/Pf4/Card11/Il6/Gimap1/Gimap3/Cd69/Il27/Tarm1/Spn/Ascl2/Nkg7/Ccr2/Cd3e/Lgals9/Tbx21/Irf1/Irgm1/Batf/Rsad2/Lgals1/Socs1/Cd274/Anxa1/Tcirg1,38
GO:0001961,positive regulation of cytokine-mediated signaling pathway,22/2403,60/18994,0.366666667,2.898238313,5.604573402,1.82E-06,4.66E-05,3.96E-05,Ikbke/Il1r1/Cd40/C1qtnf4/Zbp1/Csf1/Gfi1/Irf7/Nlrc5/Mmp12/Casp1/Casp4/Igtp/Irgm2/Irgm1/Edn1/Parp14/Parp9/Tslp/Ticam2/Sting1/Cd74,22
GO:0002700,regulation of production of molecular mediator of immune response,51/2403,208/18994,0.245192308,1.938070201,5.177108138,1.94E-06,4.94E-05,4.21E-05,Il17a/Il17f/Tnfsf4/Cd28/Slamf1/Fcer1a/Il1r1/Il10/Ptprc/B2m/Cd40/Gata3/Prg2/Tlr7/Cd40lg/Tlr2/Il21/Cd160/Rigi/Tnfrsf14/P2rx7/Il6/Clnk/Gimap3/Nod1/Irf5/Cd27/Pycard/Siglecg/Calhm6/Nepn/Tlr3/Bst2/Il27ra/Htr2a/Lacc1/Tlr9/Cgas/Ccr2/Parp3/Casp1/Casp4/Epx/Scimp/Tbx21/Il13/Rsad2/H2-M3/Tnf/H2-T23/Cd74,51
GO:0098586,cellular response to virus,20/2403,52/18994,0.384615385,3.040110119,5.606344146,2.25E-06,5.69E-05,4.84E-05,Ikbke/Ifih1/Tlr7/Il21/Adar/Il12a/Penk/Ccl19/Cxcl10/Il6/Irf5/Pou2f2/Tlr3/Calr/Mmp12/Lgals9/Igtp/Irgm2/Ccl5/Irgm1,20
GO:0019835,cytolysis,Aug-03,10/18994,0.8,6.323429047,6.408184324,2.30E-06,5.81E-05,4.94E-05,Gbp5/Gbp7/Gbp3/Gbp2b/Gbp2/Camp/Igtp/Ccl28,8
GO:1901990,regulation of mitotic cell cycle phase transition,74/2403,343/18994,0.21574344,1.705297921,5.016559763,2.32E-06,5.82E-05,4.95E-05,Nabp1/Cenpf/Dtl/Nuf2/Bard1/Kif14/Prkcq/E2f1/Rbl1/Ube2c/Bub1b/Knl1/Bub1/Creb3l1/Cenpe/Sass6/Ints3/Cdc20/Cdca8/Clspn/Cdkn2b/Stil/Cdk6/Cdc7/Kntc1/Ccnd2/Mad2l1/Ptpn6/Ezh2/Ticrr/Plk1/Ccne1/Ccnd1/Usp44/E2f7/Fbxo5/Cdk1/Zc3h12d/Fbxo31/Cenpj/Fam107a/Psme1/Psme2/Atm/Ttk/Pml/Spc24/Cyp1a1/Mir26a-1/Zwilch/Cdc6/Brca1/Slfn1/Tex14/Haspin/Cdk3/Aurkb/Birc5/Spdl1/Btn2a2/Trip13/Ccnb1/Rrm2/Gen1/Gpr132/Adamts1/Ndc80/Ubd/Aif1/Ier3/Cdc25c/Ska1/Anxa1/Cdca5,74
GO:0072677,eosinophil migration,13/2403,25/18994,0.52,4.110228881,5.92212437,2.43E-06,6.08E-05,5.17E-05,Ccl24/Ccl22/Cx3cl1/Ccr3/Ccl8/Epx/Ccl5/Ccl6/Ccl3/Ccl4/Ccl2/Ccl7/Ccl11,13
GO:0019724,B cell mediated immunity,50/2403,204/18994,0.245098039,1.937325076,5.122468744,2.47E-06,6.15E-05,5.23E-05,Exo1/Tnfsf4/Cd28/Fcgr4/Fcer1a/Ptprc/Cd40/Serping1/Cd40lg/Fcgr1/C1qb/C1qc/C1qa/Mpl/Fgl2/C1ra/C1s1/C1rb/Gimap3/C1s2/Ptpn6/Cd19/Pou2f2/Il21r/Irf7/Il27ra/Parp3/Tbx21/Batf/Ighg2c/Ighd/Ighv9-1/Ighv9-3/Ighv6-4/Ighv1-53/Ighv1-55/Ighv1-78/Il2rb/Igll1/Iglc3/H2-DMa/H2-M3/Rnf8/Ccr6/Tnf/H2-T23/C4b/C2/Cd74/Tcirg1,50
GO:0019058,viral life cycle,61/2403,267/18994,0.228464419,1.805848183,5.046754097,2.57E-06,6.37E-05,5.42E-05,Slamf1/Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Ifih1/Fcnb/Znfx1/Siglec1/Gbp7/Adar/Isg15/Tnfrsf14/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Oasl2/Oasl1/Cd4/Isg20/Ifitm1/Ifitm3/Ifitm6/Trim34a/Trim12a/Trim12c/Trim30c/Trim30a/Trim30d/Trim5/Trim34b/Trim21/Cd209c/Bst2/N4bp1/Cd209e/Cd209d/Tmprss4/Top2a/Ccl8/Ccl5/Rsad2/Ly6e/Apobec3/Lgals1/Ciita/Mx2/Trim10/Cldn6/Eif2ak2/Tnf/Cd74/Pcsk5/Fam111a,61
GO:0051209,release of sequestered calcium ion into cytosol,36/2403,129/18994,0.279069767,2.205847342,5.229933523,2.68E-06,6.63E-05,5.64E-05,Fasl/Ptprc/Aplnr/Cxcr3/Lck/Ccl19/P2rx7/Cxcl9/Cxcl10/Clec4b1/Snca/Gp9/Ptpn6/Cd19/Cemip/Trpm2/Jsrp1/Cx3cl1/Jph3/Ptk2b/Htr2a/Thy1/Xcr1/Ccr5/Drd2/Ubash3b/Gp1ba/Ccl3/Il13/Hap1/Drd1/Pde4d/Gp5/Gp1bb/Lhcgr/Ms4a2,36
GO:0010948,negative regulation of cell cycle process,69/2403,315/18994,0.219047619,1.731415096,4.981725269,2.88E-06,7.09E-05,6.03E-05,Nabp1/Dtl/Nuf2/Bard1/E2f1/Rbl1/Aurka/Bub1b/Knl1/Rad51/Bub1/Creb3l1/Bmp7/Cenpe/Ints3/Cdc20/Cdca8/Clspn/Cdkn2b/Stil/Tmem67/Kntc1/Chek2/Mad2l1/Fancd2/Ezh2/Ticrr/E2f8/Plk1/Ccnd1/Usp44/E2f7/Timeless/Fbxo5/Cdk1/Zc3h12d/Fbxo31/Fam107a/Diaph3/Atm/Ttk/Pml/Spc24/Mir26a-1/Zwilch/Cdc6/Brca1/Slfn1/Tex14/Osm/Haspin/Eme1/Aurkb/Birc5/Spdl1/Btn2a2/Trip13/Ccnb1/Gen1/Gpr132/Dtx3l/Parp9/Ccnf/Ndc80/H2-M3/Chtf18/Ier3/Kifc1/Ska1,69
GO:0016064,immunoglobulin mediated immune response,49/2403,200/18994,0.245,1.936550146,5.067267255,3.14E-06,7.68E-05,6.53E-05,Exo1/Tnfsf4/Cd28/Fcgr4/Fcer1a/Ptprc/Cd40/Serping1/Cd40lg/Fcgr1/C1qb/C1qc/C1qa/Mpl/Fgl2/C1ra/C1s1/C1rb/Gimap3/C1s2/Ptpn6/Cd19/Pou2f2/Il21r/Irf7/Il27ra/Parp3/Tbx21/Batf/Ighg2c/Ighd/Ighv9-1/Ighv9-3/Ighv6-4/Ighv1-53/Ighv1-55/Ighv1-78/Il2rb/Igll1/Iglc3/H2-DMa/Rnf8/Ccr6/Tnf/H2-T23/C4b/C2/Cd74/Tcirg1,49
GO:0046596,regulation of viral entry into host cell,20/2403,53/18994,0.377358491,2.98274955,5.501001086,3.18E-06,7.75E-05,6.59E-05,Fcnb/Cd4/Ifitm1/Ifitm3/Ifitm6/Trim34a/Trim12a/Trim12c/Trim30c/Trim30a/Trim30d/Trim5/Trim34b/Trim21/Tmprss4/Ly6e/Lgals1/Ciita/Trim10/Cd74,20
GO:0051283,negative regulation of sequestering of calcium ion,36/2403,130/18994,0.276923077,2.188879286,5.176425051,3.27E-06,7.93E-05,6.74E-05,Fasl/Ptprc/Aplnr/Cxcr3/Lck/Ccl19/P2rx7/Cxcl9/Cxcl10/Clec4b1/Snca/Gp9/Ptpn6/Cd19/Cemip/Trpm2/Jsrp1/Cx3cl1/Jph3/Ptk2b/Htr2a/Thy1/Xcr1/Ccr5/Drd2/Ubash3b/Gp1ba/Ccl3/Il13/Hap1/Drd1/Pde4d/Gp5/Gp1bb/Lhcgr/Ms4a2,36
GO:0046634,regulation of alpha-beta T cell activation,35/2403,125/18994,0.28,2.213200166,5.179053691,3.38E-06,8.18E-05,6.96E-05,Tnfsf4/Cd28/Zap70/Ptprc/Prkcq/Gata3/Mapk8ip1/Il2rg/Cd1d1/Cd160/Il12a/Ccl19/Tnfrsf14/Pf4/Card11/Il6/Gimap3/Cd69/Il27/Tarm1/Ascl2/Pnp/Ccr2/Cd3e/Crtam/Lgals9/Tbx21/Irf1/Irgm1/Lgals1/Socs1/Rasal3/H2-T23/Cd274/Anxa1,35
GO:0002702,positive regulation of production of molecular mediator of immune response,39/2403,146/18994,0.267123288,2.111418945,5.130491528,3.42E-06,8.23E-05,7.00E-05,Il17a/Il17f/Tnfsf4/Cd28/Slamf1/Fcer1a/Il1r1/Il10/Ptprc/B2m/Cd40/Gata3/Tlr7/Tlr2/Il21/Cd160/Rigi/Tnfrsf14/P2rx7/Il6/Clnk/Gimap3/Nod1/Irf5/Cd27/Pycard/Tlr3/Htr2a/Lacc1/Tlr9/Casp1/Casp4/Scimp/Tbx21/Il13/Rsad2/H2-M3/H2-T23/Cd74,39
GO:0060759,regulation of response to cytokine stimulus,43/2403,168/18994,0.255952381,2.0231209,5.069206209,3.72E-06,8.93E-05,7.60E-05,Ikbke/Il1r2/Il1r1/Ptprc/Ifih1/Samhd1/Cd40/C1qtnf4/Zbp1/Tlr2/Adar/Csf1/Isg15/Rigi/Gfi1/Stap1/Oas1h/Oas1g/Oas1a/Oas3/Oas1e/Oas1b/Il6/Usp18/Pycard/Irf7/Stat2/Nlrc5/Mmp12/Casp1/Casp4/Igtp/Irgm2/Ccl5/Sphk1/Irgm1/Edn1/Parp14/Parp9/Tslp/Ticam2/Sting1/Cd74,43
GO:0032602,chemokine production,35/2403,126/18994,0.277777778,2.195635086,5.124581182,4.12E-06,9.84E-05,8.37E-05,Il17a/Il17f/Tnfsf4/Slamf9/Ackr1/Tlr7/Tlr2/Mcoln2/Mpl/Oas1h/Oas1g/Oas1a/Fosl2/Oas3/Oas1e/Oas1b/Il6/Pycard/Kcnn4/P2ry2/Tlr3/Tlr9/Lgals9/Ccl5/C1qtnf3/Mefv/Apod/Trem1/Eif2ak2/Aif1/Tnf/Tslp/Ticam2/Egr1/Cd74,35
GO:0030071,regulation of mitotic metaphase/anaphase transition,28/2403,91/18994,0.307692308,2.432088095,5.21149651,4.38E-06,0.000104145,8.86E-05,Nuf2/Ube2c/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Mad2l1/Plk1/Usp44/Fbxo5/Atm/Ttk/Spc24/Zwilch/Cdc6/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ska1,28
GO:1902850,microtubule cytoskeleton organization involved in mitosis,42/2403,164/18994,0.256097561,2.024268445,5.013579955,4.73E-06,0.000112125,9.54E-05,Nuf2/Tpx2/Sapcd2/Aurka/Nusap1/Kif4/Spry1/Cenpe/Psrc1/Sass6/Cdc20/Cdca8/Stil/Stmn1/Cenpa/Chek2/Ankrd53/Mad2l1/Prc1/Tacc2/Plk1/Wdr62/Cdk1/Misp/Dlgap5/Cenpj/Kif23/Parp3/Kif15/Ankfn1/Aurkb/Birc5/Spdl1/Cenph/Ccnb1/Racgap1/Spice1/Ndc80/Kifc5b/Kifc1/Uhrf1/Kif11,42
GO:0051282,regulation of sequestering of calcium ion,36/2403,132/18994,0.272727273,2.155714448,5.070853057,4.79E-06,0.000113107,9.62E-05,Fasl/Ptprc/Aplnr/Cxcr3/Lck/Ccl19/P2rx7/Cxcl9/Cxcl10/Clec4b1/Snca/Gp9/Ptpn6/Cd19/Cemip/Trpm2/Jsrp1/Cx3cl1/Jph3/Ptk2b/Htr2a/Thy1/Xcr1/Ccr5/Drd2/Ubash3b/Gp1ba/Ccl3/Il13/Hap1/Drd1/Pde4d/Gp5/Gp1bb/Lhcgr/Ms4a2,36
GO:0044772,mitotic cell cycle phase transition,89/2403,442/18994,0.201357466,1.591587062,4.789297577,4.81E-06,0.000113227,9.63E-05,Nabp1/Cenpf/Dtl/Nuf2/Bard1/Kif14/Prkcq/E2f1/Rbl1/Mastl/Ube2c/Bub1b/Knl1/Bub1/Creb3l1/Ccna2/Cenpe/Cks1b/Iqgap3/Sass6/Ints3/Cdc20/Cdca8/Clspn/Cdkn2b/Stil/Cdk6/Cdc7/Kntc1/Pole/Chek2/Ccnd2/Foxm1/Mad2l1/Ptpn6/Ezh2/Ticrr/Ush1c/Plk1/Ccne1/Ccnd1/Tpd52l1/Usp44/E2f7/Fbxo5/Cdk1/Zc3h12d/Fbxo31/Rhou/Cenpj/Fam107a/Psme1/Psme2/Atm/Ttk/Pml/Spc24/Cyp1a1/Mir26a-1/Zwilch/Cdc6/Brca1/Ccdc57/Slfn1/Tex14/Haspin/Cdk3/Aurkb/Birc5/Spdl1/Btn2a2/Trip13/Cks2/Ccno/Ccnb1/Rrm2/Gen1/Gpr132/Skp2/Adamts1/Ccnf/Ndc80/Ubd/Aif1/Ier3/Cdc25c/Ska1/Anxa1/Cdca5,89
GO:0050866,negative regulation of cell activation,52/2403,220/18994,0.236363636,1.868285855,4.929842534,4.91E-06,0.000114915,9.77E-05,Tnfsf4/Pdcd1/Fn1/Lax1/Il10/Cst7/Mertk/Nr1h3/Pglyrp3/Pla2g2d/Tnfrsf14/Pdgfra/Fgl2/Pf4/Dtx1/Clnk/Gimap3/Cd69/Ptpn6/Lag3/Tarm1/Spn/Ascl2/Zc3h12d/Adamts18/Ido1/Cx3cl1/Gclc/Atm/Il20rb/Parp3/Crtam/Ubash3b/Lgals9/Slfn1/Alox12/Tbx21/Grn/Irf1/Btn2a2/Lgals1/Tigit/Gp5/Socs1/H2-Aa/H2-M3/Pglyrp2/Lst1/H2-T23/Cd74/Cd274/Anxa1,52
GO:0051321,meiotic cell cycle,65/2403,296/18994,0.219594595,1.735738548,4.855222938,5.06E-06,0.000118121,0.000100461,Exo1/Mybl1/Sgo2a/Nuf2/Aspm/Mastl/Ncaph/Kif18a/Aurka/Knl1/Rad51/Btbd18/Spo11/Cenpe/Gpr3/Wnt4/Cdc20/Rad54b/Smc2/Rad54l/Cenps/Rad51ap1/Cyp26b1/Ncapd2/Fancd2/M1ap/Mki67/Plk1/Ccne1/Fbxo5/Clgn/Syce1l/Mcm5/Kctd19/Ankle1/Fanca/Calr/Atm/Ttk/Rec114/Ooep/Pld6/Top2a/Brip1/Ska2/Tex14/Osm/Haspin/Fignl1/Eme1/Birc5/Edn1/Trip13/Cks2/Ddx4/Mov10l1/Espl1/Sgo1/Ndc80/Chtf18/Slc26a8/Cdc25c/Ska1/Majin/Tesmin,65
GO:1901988,negative regulation of cell cycle phase transition,61/2403,273/18994,0.223443223,1.766159212,4.852585737,5.48E-06,0.000127342,0.000108303,Nabp1/Dtl/Nuf2/Bard1/E2f1/Rbl1/Aurka/Bub1b/Knl1/Rad51/Bub1/Creb3l1/Cenpe/Ints3/Cdc20/Cdca8/Clspn/Cdkn2b/Stil/Kntc1/Chek2/Mad2l1/Fancd2/Ezh2/Ticrr/Plk1/Ccnd1/Usp44/E2f7/Timeless/Fbxo5/Cdk1/Zc3h12d/Fbxo31/Fam107a/Diaph3/Atm/Ttk/Pml/Spc24/Mir26a-1/Zwilch/Cdc6/Brca1/Slfn1/Tex14/Haspin/Eme1/Aurkb/Birc5/Spdl1/Btn2a2/Trip13/Ccnb1/Gen1/Gpr132/Dtx3l/Parp9/Ndc80/Ier3/Ska1,61
GO:0045123,cellular extravasation,25/2403,78/18994,0.320512821,2.533425099,5.164551399,6.27E-06,0.000145226,0.000123513,Sele/Sell/Selp/Il1r1/Itga4/Vcam1/Ptger3/Ptafr/Spn/Itgal/Cd177/Plvap/Il27ra/Thy1/Ccr2/Pdgfd/Cx3cr1/Gp1ba/Ccl5/Ccl2/Itga1/Ccl28/Itgb7/Trem1/Tnf,25
GO:0030522,intracellular receptor signaling pathway,77/2403,371/18994,0.20754717,1.640512253,4.741622369,6.65E-06,0.000153368,0.000130438,Rab7b/Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Ifih1/Cry2/Bdnf/Nr1h3/Tasl/Tlr7/Alpk1/Tifa/Fabp5/Gbp5/Gbp2/Ppt1/Heyl/Rigi/Oas1h/Oas1g/Oas1a/Oas3/Oas1e/Oas1b/Oasl1/Kcnj8/Nod1/Cyp26b1/Ezh2/Aldh1a3/Pycard/Zfp536/Trim30a/Irf7/Cyp27b1/Tcf21/Tlr3/Irf2/Ddx60/Calr/Lacc1/Tlr9/Cgas/Pgr/Pml/Casp4/Brca1/Rnf135/Igtp/Irgm2/Scimp/Nlrp1a/Nlrp1b/Cd300ld3/Irf1/Aurkb/Per1/Irgm1/Dhx58/Zfp366/Akr1c18/Ntrk2/Rsad2/Skp2/Nr4a1/Mefv/Daxx/Eif2ak2/Tnf/Rnf125/Sting1/Pik3ap1/Unc93b1,77
GO:0045580,regulation of T cell differentiation,47/2403,194/18994,0.242268041,1.914955961,4.874830496,6.82E-06,0.000156744,0.000133309,Dusp10/Tnfsf4/Cd28/Zap70/Ptprc/Gata3/Rasgrp1/Il2rg/Cd1d1/Il12a/Lck/Ccl19/Fgl2/Pf4/Dtx1/Card11/Il6/Gimap3/Cd69/Cyp26b1/Cd27/Fancd2/Lag3/Il27/Ascl2/Vnn1/Il15/Fanca/Duxbl1/Pnp/Ccr2/Crtam/Lgals9/Tcf7/Tbx21/Irf1/Btn2a2/Sox4/Ctla2a/Lgals1/Socs1/H2-DMa/H2-Aa/H2-M3/H2-Oa/Cd74/Anxa1,47
